,Year,Status,Team,PTS,FG,FGA,FGP,TP,TPA,TPP,FT,FTA,FTP,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,Finals_Games
32,1996,Champion,Bulls,93.0,32.8333333333333,79.0,41.561181434599206,6.0,22.8333333333333,26.2773722627737,21.3333333333333,28.1666666666667,75.7396449704142,16.8333333333333,24.0,40.8333333333333,21.6666666666667,8.33333333333333,4.16666666666667,13.333333333333302,24.8333333333333,4
34,1997,Champion,Bulls,87.8333333333333,32.3333333333333,74.8333333333333,43.2071269487751,6.5,18.6666666666667,34.8214285714286,16.6666666666667,23.5,70.9219858156028,10.6666666666667,29.6666666666667,40.3333333333333,19.6666666666667,7.66666666666667,5.33333333333333,11.333333333333302,23.3333333333333,4
36,1998,Champion,Bulls,88.0,32.5,75.5,43.046357615894,4.33333333333333,14.666666666666698,29.5454545454545,18.6666666666667,24.6666666666667,75.6756756756757,12.166666666666698,25.5,37.6666666666667,18.3333333333333,10.0,4.5,12.0,21.0,4
38,1999,Champion,Spurs,84.8,30.0,67.4,44.5103857566766,4.2,12.4,33.8709677419355,20.6,28.2,73.0496453900709,8.4,32.2,40.6,20.2,6.4,5.8,15.4,20.0,4
40,2000,Champion,Lakers,104.833333333333,41.0,85.3333333333333,48.046875,5.83333333333333,15.333333333333302,38.043478260869605,17.0,29.8333333333333,56.98324022346371,12.166666666666698,29.1666666666667,41.3333333333333,23.3333333333333,6.83333333333333,5.16666666666667,10.833333333333302,26.6666666666667,4
42,2001,Champion,Lakers,100.6,36.2,77.8,46.5295629820051,7.2,15.0,48.0,21.0,31.0,67.741935483871,13.4,31.8,45.2,23.0,8.2,8.8,14.8,23.2,4
44,2002,Champion,Lakers,106.0,36.5,72.25,50.519031141868496,7.25,15.25,47.5409836065574,25.75,35.25,73.0496453900709,10.75,33.25,44.0,23.0,7.0,7.0,15.0,19.5,4
46,2003,Champion,Spurs,87.8333333333333,32.1666666666667,74.5,43.1767337807606,4.0,12.5,32.0,19.5,27.6666666666667,70.48192771084341,12.333333333333302,33.5,45.8333333333333,18.1666666666667,7.83333333333333,9.83333333333333,15.833333333333302,20.5,4
48,2004,Champion,Pistons,90.8,31.4,73.2,42.896174863388,4.2,13.2,31.818181818181802,23.8,34.2,69.59064327485379,14.4,31.2,45.6,17.8,7.8,4.0,12.6,20.6,4
50,2005,Champion,Spurs,84.8571428571429,30.857142857142897,71.8571428571429,42.9423459244533,7.28571428571429,18.2857142857143,39.84375,15.857142857142902,22.714285714285698,69.811320754717,12.285714285714299,29.428571428571402,41.7142857142857,16.428571428571402,4.57142857142857,5.571428571428571,15.0,20.2857142857143,4
52,2006,Champion,Heat,92.8333333333333,33.3333333333333,72.8333333333333,45.766590389015995,5.33333333333333,17.5,30.4761904761905,20.8333333333333,34.5,60.38647342995171,10.5,33.3333333333333,43.8333333333333,16.6666666666667,7.83333333333333,3.8333333333333304,16.0,24.3333333333333,4
54,2007,Champion,Spurs,86.5,32.0,72.0,44.4444444444444,7.25,19.5,37.179487179487204,15.25,23.0,66.304347826087,10.75,33.0,43.75,16.75,6.0,3.75,13.0,18.0,4
56,2008,Champion,Celtics,102.166666666667,34.3333333333333,77.3333333333333,44.3965517241379,8.66666666666667,20.1666666666667,42.97520661157021,24.8333333333333,31.8333333333333,78.0104712041885,10.833333333333302,31.3333333333333,42.1666666666667,23.0,8.66666666666667,4.0,12.833333333333302,24.6666666666667,4
58,2009,Champion,Lakers,100.6,38.0,83.2,45.6730769230769,6.4,17.2,37.2093023255814,18.2,24.0,75.8333333333333,10.6,30.0,40.6,16.4,7.2,5.2,10.0,24.2,4
60,2010,Champion,Lakers,90.57142857142858,31.857142857142897,76.28571428571429,41.7602996254682,5.0,17.8571428571429,28.0,21.857142857142897,28.571428571428598,76.5,13.142857142857098,29.285714285714302,42.4285714285714,14.5714285714286,7.28571428571429,6.142857142857139,12.4285714285714,22.285714285714302,4
62,2011,Champion,Mavericks,94.6666666666667,33.0,72.6666666666667,45.41284403669721,8.5,20.6666666666667,41.1290322580645,20.1666666666667,25.8333333333333,78.0645161290323,9.16666666666667,28.5,37.6666666666667,18.1666666666667,7.16666666666667,4.0,13.166666666666698,19.6666666666667,4
64,2012,Champion,Heat,99.6666666666667,35.3333333333333,77.0,45.8874458874459,8.33333333333333,20.5,40.650406504064996,20.6666666666667,25.5,81.0457516339869,9.66666666666667,31.5,41.1666666666667,18.3333333333333,6.16666666666667,3.5,10.833333333333302,18.3333333333333,4
66,2013,Champion,Heat,98.5,38.0,82.1666666666667,46.2474645030426,9.33333333333333,20.5,45.52845528455279,13.166666666666698,16.8333333333333,78.2178217821782,10.0,28.6666666666667,38.6666666666667,21.3333333333333,9.5,5.66666666666667,12.5,22.1666666666667,4
68,2014,Champion,Spurs,105.6,38.2,72.4,52.762430939226505,11.0,23.6,46.610169491525404,18.2,24.4,74.5901639344262,7.8,30.0,37.8,25.4,8.0,3.4,13.4,19.8,4
70,2015,Champion,Warriors,100.666666666667,36.1666666666667,83.0,43.574297188755,11.166666666666698,31.0,36.0215053763441,17.1666666666667,24.8333333333333,69.1275167785235,10.5,33.6666666666667,44.1666666666667,23.0,8.0,5.0,12.666666666666698,24.1666666666667,4
72,2016,Champion,Cavaliers,100.42857142857099,37.5714285714286,82.4285714285714,45.580589254766,8.0,24.285714285714302,32.941176470588196,17.2857142857143,23.857142857142897,72.45508982035929,11.714285714285701,32.1428571428571,43.8571428571429,18.0,9.285714285714288,5.428571428571429,13.285714285714299,21.0,4
74,2017,Champion,Warriors,121.6,43.2,91.0,47.4725274725275,14.2,37.2,38.1720430107527,21.0,25.6,82.03125,12.2,33.6,45.8,29.4,7.6,4.4,13.4,24.4,4
0,1980,Runner Up,Sixers,104.166666666667,43.0,88.3333333333333,48.67924528301889,0.166666666666667,2.6666666666666696,6.25,18.0,24.0,75.0,9.5,27.6666666666667,37.1666666666667,31.0,9.33333333333333,10.0,15.166666666666698,22.5,2
1,1981,Runner Up,Rockets,86.6666666666667,33.8333333333333,89.3333333333333,37.873134328358205,0.5,1.8333333333333302,27.2727272727273,18.5,25.8333333333333,71.6129032258064,18.6666666666667,24.0,42.6666666666667,18.0,7.83333333333333,5.66666666666667,13.166666666666698,20.1666666666667,2
2,1982,Runner Up,Sixers,112.5,46.1666666666667,92.5,49.9099099099099,0.666666666666667,2.3333333333333304,28.571428571428598,19.5,27.8333333333333,70.059880239521,15.0,26.6666666666667,41.6666666666667,28.6666666666667,8.83333333333333,8.5,16.6666666666667,26.5,2
3,1983,Runner Up,Lakers,100.5,40.75,90.25,45.1523545706371,0.75,3.75,20.0,18.25,23.25,78.494623655914,15.25,27.5,42.75,24.5,9.0,7.25,20.0,30.0,0
4,1984,Runner Up,Lakers,117.42857142857099,46.71428571428571,90.7142857142857,51.496062992126,0.857142857142857,2.57142857142857,33.3333333333333,23.142857142857103,32.8571428571429,70.43478260869571,13.714285714285701,30.0,43.71428571428571,28.285714285714302,8.428571428571429,5.857142857142861,16.571428571428598,29.428571428571402,3
5,1985,Runner Up,Celtics,113.166666666667,43.8333333333333,92.0,47.6449275362319,2.1666666666666696,5.66666666666667,38.2352941176471,23.3333333333333,30.3333333333333,76.9230769230769,12.333333333333302,30.8333333333333,43.1666666666667,30.8333333333333,8.66666666666667,5.0,14.0,22.1666666666667,2
6,1986,Runner Up,Rockets,102.0,41.8333333333333,92.8333333333333,45.0628366247756,0.833333333333333,2.8333333333333304,29.411764705882398,17.5,24.6666666666667,70.94594594594591,18.5,27.0,45.5,27.5,9.0,6.66666666666667,14.333333333333302,22.1666666666667,2
7,1987,Runner Up,Celtics,111.0,43.6666666666667,86.1666666666667,50.676982591876204,2.3333333333333304,7.0,33.3333333333333,21.3333333333333,27.0,79.0123456790123,12.0,29.3333333333333,41.3333333333333,27.8333333333333,5.0,5.5,13.666666666666698,21.3333333333333,2
8,1988,Runner Up,Pistons,101.285714285714,38.5714285714286,81.0,47.619047619047606,1.28571428571429,4.42857142857143,29.0322580645161,22.857142857142897,29.714285714285698,76.9230769230769,13.5714285714286,30.0,43.571428571428605,23.285714285714302,6.857142857142861,4.85714285714286,11.714285714285701,26.714285714285698,3
9,1989,Runner Up,Lakers,102.25,36.0,77.5,46.451612903225794,3.25,10.75,30.2325581395349,27.0,36.0,75.0,11.75,24.5,36.25,23.0,5.5,4.0,11.75,26.0,0
10,1990,Runner Up,Blazers,102.0,37.4,82.0,45.609756097561,2.2,9.4,23.4042553191489,25.0,33.8,73.9644970414201,11.4,29.0,40.4,20.6,7.2,3.4,16.4,29.8,1
11,1991,Runner Up,Lakers,91.6,33.4,74.8,44.652406417112296,2.6,9.2,28.2608695652174,22.2,27.4,81.021897810219,11.8,23.8,35.6,19.2,6.8,4.4,15.0,19.2,1
12,1992,Runner Up,Blazers,96.6666666666667,35.3333333333333,79.8333333333333,44.258872651357,1.6666666666666698,8.66666666666667,19.2307692307692,24.3333333333333,30.8333333333333,78.9189189189189,13.666666666666698,28.1666666666667,41.8333333333333,20.8333333333333,7.83333333333333,3.8333333333333304,17.0,25.8333333333333,2
13,1993,Runner Up,Suns,106.666666666667,40.6666666666667,86.8333333333333,46.8330134357006,4.5,10.3333333333333,43.548387096774206,20.8333333333333,26.8333333333333,77.639751552795,14.333333333333302,29.0,43.3333333333333,22.5,6.83333333333333,7.66666666666667,13.166666666666698,22.1666666666667,2
14,1994,Runner Up,Knicks,86.8571428571429,33.1428571428571,81.4285714285714,40.7017543859649,5.14285714285714,15.0,34.2857142857143,15.4285714285714,21.1428571428571,72.972972972973,15.0,28.0,43.0,21.714285714285698,8.142857142857139,6.142857142857139,12.714285714285701,22.857142857142897,3
15,1995,Runner Up,Magic,107.0,40.75,87.5,46.571428571428605,10.25,29.5,34.7457627118644,15.25,22.25,68.5393258426966,12.0,34.0,46.0,27.5,5.25,5.0,16.0,24.25,0
16,1996,Runner Up,Sonics,89.1666666666667,31.0,69.6666666666667,44.49760765550239,5.33333333333333,17.0,31.372549019607803,21.8333333333333,25.6666666666667,85.064935064935,11.166666666666698,26.0,37.1666666666667,16.8333333333333,6.0,2.6666666666666696,16.0,25.8333333333333,2
17,1997,Runner Up,Jazz,87.1666666666667,30.8333333333333,71.6666666666667,43.023255813953504,5.83333333333333,14.166666666666698,41.1764705882353,19.6666666666667,26.8333333333333,73.2919254658385,10.0,30.8333333333333,40.8333333333333,20.1666666666667,7.33333333333333,3.5,12.833333333333302,22.8333333333333,2
18,1998,Runner Up,Jazz,80.1666666666667,31.8333333333333,71.8333333333333,44.315545243619496,2.1666666666666696,10.0,21.6666666666667,14.333333333333302,18.6666666666667,76.78571428571429,10.1666666666667,27.8333333333333,38.0,21.3333333333333,6.33333333333333,2.6666666666666696,16.3333333333333,25.0,2
19,1999,Runner Up,Knicks,79.8,30.8,78.6,39.1857506361323,2.2,10.8,20.3703703703704,16.0,21.0,76.1904761904762,9.8,28.4,38.2,14.0,8.0,3.4,11.6,24.6,1
20,2000,Runner Up,Pacers,106.666666666667,36.3333333333333,78.5,46.2845010615711,8.16666666666667,19.3333333333333,42.2413793103448,25.8333333333333,30.3333333333333,85.16483516483521,8.66666666666667,32.5,41.1666666666667,20.1666666666667,5.5,4.33333333333333,10.833333333333302,26.5,2
21,2001,Runner Up,Sixers,93.8,35.4,83.4,42.4460431654676,3.4,11.8,28.813559322033896,19.6,27.4,71.5328467153285,13.2,29.6,42.8,18.4,7.8,4.8,12.4,25.0,1
22,2002,Runner Up,Nets,96.75,38.75,88.75,43.6619718309859,4.5,14.75,30.5084745762712,14.75,22.0,67.0454545454545,15.0,24.0,39.0,21.5,9.5,4.5,11.25,26.25,0
23,2003,Runner Up,Nets,82.0,30.3333333333333,82.0,36.9918699186992,3.8333333333333304,13.833333333333302,27.710843373494,17.5,22.3333333333333,78.3582089552239,14.333333333333302,28.1666666666667,42.5,16.6666666666667,7.83333333333333,6.33333333333333,13.666666666666698,24.1666666666667,2
24,2004,Runner Up,Lakers,81.8,31.6,76.0,41.578947368421105,4.4,17.8,24.7191011235955,14.2,22.2,63.963963963964005,10.4,27.2,37.6,20.6,7.2,2.8,13.2,28.4,1
25,2005,Runner Up,Pistons,86.7142857142857,35.4285714285714,81.5714285714286,43.432574430823095,2.57142857142857,10.7142857142857,24.0,13.285714285714299,18.0,73.8095238095238,13.714285714285701,27.285714285714302,41.0,18.5714285714286,9.0,7.571428571428571,8.71428571428571,21.2857142857143,3
26,2006,Runner Up,Mavericks,91.8333333333333,33.0,78.1666666666667,42.21748400852879,5.5,19.3333333333333,28.448275862069,20.3333333333333,25.8333333333333,78.7096774193548,10.1666666666667,31.6666666666667,41.8333333333333,15.833333333333302,7.33333333333333,3.3333333333333304,14.5,27.3333333333333,2
27,2007,Runner Up,Cavaliers,80.5,31.0,78.5,39.4904458598726,5.5,18.75,29.3333333333333,13.0,18.75,69.3333333333333,12.25,28.75,41.0,16.5,6.25,2.75,11.0,19.0,0
28,2008,Runner Up,Lakers,93.8333333333333,33.0,74.8333333333333,44.09799554565699,7.16666666666667,20.6666666666667,34.6774193548387,20.6666666666667,28.3333333333333,72.9411764705882,8.16666666666667,29.0,37.1666666666667,19.3333333333333,6.83333333333333,3.1666666666666696,13.5,26.0,2
29,2009,Runner Up,Magic,91.2,32.2,75.2,42.8191489361702,7.6,23.0,33.043478260869605,19.2,27.8,69.0647482014388,7.6,30.6,38.2,18.4,6.0,6.0,14.0,22.0,1
30,2010,Runner Up,Celtics,87.1428571428571,33.0,76.1428571428571,43.3395872420263,4.71428571428571,15.285714285714299,30.8411214953271,16.428571428571402,21.2857142857143,77.18120805369131,10.1428571428571,27.714285714285698,37.8571428571429,19.7142857142857,7.0,4.28571428571429,13.142857142857098,24.857142857142897,3
31,2011,Runner Up,Heat,92.3333333333333,33.6666666666667,74.6666666666667,45.08928571428571,7.5,21.6666666666667,34.615384615384606,17.5,24.6666666666667,70.94594594594591,10.6666666666667,27.8333333333333,38.5,19.5,8.0,4.5,12.833333333333302,21.3333333333333,2
32,2012,Runner Up,Thunder,98.0,36.6,80.4,45.5223880597015,6.4,21.0,30.4761904761905,18.4,23.8,77.31092436974791,9.8,28.2,38.0,15.8,7.2,5.0,11.0,22.4,2
33,2013,Runner Up,Spurs,97.7142857142857,35.8571428571429,79.5714285714286,45.0628366247756,8.71428571428571,21.4285714285714,40.6666666666667,17.2857142857143,22.571428571428598,76.58227848101271,10.5714285714286,31.285714285714302,41.8571428571429,18.4285714285714,7.0,4.28571428571429,13.5714285714286,16.8571428571429,2
34,2014,Runner Up,Heat,91.6,33.6,71.2,47.1910112359551,9.2,23.2,39.6551724137931,15.2,20.6,73.7864077669903,5.6,26.6,32.2,15.2,8.0,2.2,14.4,23.0,1
35,2015,Runner Up,Cavaliers,93.5,32.6666666666667,85.1666666666667,38.3561643835616,8.16666666666667,27.8333333333333,29.3413173652695,20.0,28.5,70.1754385964912,12.5,35.0,47.5,15.833333333333302,7.5,5.0,12.166666666666698,22.1666666666667,2
36,2016,Runner Up,Warriors,99.8571428571429,35.5714285714286,82.5714285714286,43.079584775086495,13.4285714285714,36.0,37.3015873015873,15.285714285714299,20.7142857142857,73.79310344827591,10.2857142857143,29.571428571428598,39.8571428571429,22.571428571428598,6.571428571428571,5.71428571428571,13.714285714285701,21.4285714285714,3
37,2017,Runner Up,Cavaliers,114.8,41.6,90.2,46.119733924612,13.2,34.6,38.150289017340995,18.4,24.6,74.7967479674797,11.6,32.0,43.6,21.6,7.2,3.6,13.2,22.4,1
